globalName,vietnameseName,value
Scholar's Quill Pen: 62420,Bút Lông Học Sĩ: 62420,62420
Scholar's Quill Pen: 62421,Bút Lông Học Sĩ: 62421,62421
Scholar's Quill Pen: 62422,Bút Lông Học Sĩ: 62422,62422
Scholar's Quill Pen: 62423,Bút Lông Học Sĩ: 62423,62423
Scholar's Quill Pen: 62424,Bút Lông Học Sĩ: 62424,62424
Scholar's Lens: 62430,Mảnh Kính Học Sĩ: 62430,62430
Scholar's Lens: 62431,Mảnh Kính Học Sĩ: 62431,62431
Scholar's Lens: 62432,Mảnh Kính Học Sĩ: 62432,62432
Scholar's Lens: 62433,Mảnh Kính Học Sĩ: 62433,62433
Scholar's Lens: 62434,Mảnh Kính Học Sĩ: 62434,62434
Scholar's Bookmark: 62440,Kẹp Sách Học Sĩ: 62440,62440
Scholar's Bookmark: 62441,Kẹp Sách Học Sĩ: 62441,62441
Scholar's Bookmark: 62442,Kẹp Sách Học Sĩ: 62442,62442
Scholar's Bookmark: 62443,Kẹp Sách Học Sĩ: 62443,62443
Scholar's Bookmark: 62444,Kẹp Sách Học Sĩ: 62444,62444
Scholar's Clock: 62450,Đồng Hồ Học Sĩ: 62450,62450
Scholar's Clock: 62451,Đồng Hồ Học Sĩ: 62451,62451
Scholar's Clock: 62452,Đồng Hồ Học Sĩ: 62452,62452
Scholar's Clock: 62453,Đồng Hồ Học Sĩ: 62453,62453
Scholar's Clock: 62454,Đồng Hồ Học Sĩ: 62454,62454
Scholar's Ink Cup: 62510,Ly Mực Học Sĩ: 62510,62510
Scholar's Ink Cup: 62511,Ly Mực Học Sĩ: 62511,62511
Scholar's Ink Cup: 62512,Ly Mực Học Sĩ: 62512,62512
Scholar's Ink Cup: 62513,Ly Mực Học Sĩ: 62513,62513
Scholar's Ink Cup: 62514,Ly Mực Học Sĩ: 62514,62514
Scholar's Quill Pen: 62520,Bút Lông Học Sĩ: 62520,62520
Scholar's Quill Pen: 62521,Bút Lông Học Sĩ: 62521,62521
Scholar's Quill Pen: 62522,Bút Lông Học Sĩ: 62522,62522
Scholar's Quill Pen: 62523,Bút Lông Học Sĩ: 62523,62523
Scholar's Quill Pen: 62524,Bút Lông Học Sĩ: 62524,62524
Scholar's Lens: 62530,Mảnh Kính Học Sĩ: 62530,62530
Scholar's Lens: 62531,Mảnh Kính Học Sĩ: 62531,62531
Scholar's Lens: 62532,Mảnh Kính Học Sĩ: 62532,62532
Scholar's Lens: 62533,Mảnh Kính Học Sĩ: 62533,62533
Scholar's Lens: 62534,Mảnh Kính Học Sĩ: 62534,62534
Scholar's Bookmark: 62540,Kẹp Sách Học Sĩ: 62540,62540
Scholar's Bookmark: 62541,Kẹp Sách Học Sĩ: 62541,62541
Scholar's Bookmark: 62542,Kẹp Sách Học Sĩ: 62542,62542
Scholar's Bookmark: 62543,Kẹp Sách Học Sĩ: 62543,62543
Scholar's Bookmark: 62544,Kẹp Sách Học Sĩ: 62544,62544
Scholar's Clock: 62550,Đồng Hồ Học Sĩ: 62550,62550
Scholar's Clock: 62551,Đồng Hồ Học Sĩ: 62551,62551
Scholar's Clock: 62552,Đồng Hồ Học Sĩ: 62552,62552
Scholar's Clock: 62553,Đồng Hồ Học Sĩ: 62553,62553
Scholar's Clock: 62554,Đồng Hồ Học Sĩ: 62554,62554
Traveling Doctor's Medicine Pot: 63110,Bình Thuốc Thầy Thuốc: 63110,63110
Traveling Doctor's Medicine Pot: 63111,Bình Thuốc Thầy Thuốc: 63111,63111
Traveling Doctor's Medicine Pot: 63112,Bình Thuốc Thầy Thuốc: 63112,63112
Traveling Doctor's Medicine Pot: 63113,Bình Thuốc Thầy Thuốc: 63113,63113
Traveling Doctor's Medicine Pot: 63114,Bình Thuốc Thầy Thuốc: 63114,63114
Traveling Doctor's Owl Feather: 63120,Lông Vũ Thầy Thuốc: 63120,63120
Traveling Doctor's Owl Feather: 63121,Lông Vũ Thầy Thuốc: 63121,63121
Traveling Doctor's Owl Feather: 63122,Lông Vũ Thầy Thuốc: 63122,63122
Traveling Doctor's Owl Feather: 63123,Lông Vũ Thầy Thuốc: 63123,63123
Traveling Doctor's Owl Feather: 63124,Lông Vũ Thầy Thuốc: 63124,63124
Traveling Doctor's Handkerchief: 63130,Khăn Thầy Thuốc: 63130,63130
Traveling Doctor's Handkerchief: 63131,Khăn Thầy Thuốc: 63131,63131
Traveling Doctor's Handkerchief: 63132,Khăn Thầy Thuốc: 63132,63132
Traveling Doctor's Handkerchief: 63133,Khăn Thầy Thuốc: 63133,63133
Traveling Doctor's Handkerchief: 63134,Khăn Thầy Thuốc: 63134,63134
Traveling Doctor's Silver Lotus: 63140,Cúc Hoạ Mi Thầy Thuốc: 63140,63140
Traveling Doctor's Silver Lotus: 63141,Cúc Hoạ Mi Thầy Thuốc: 63141,63141
Traveling Doctor's Silver Lotus: 63142,Cúc Hoạ Mi Thầy Thuốc: 63142,63142
Traveling Doctor's Silver Lotus: 63143,Cúc Hoạ Mi Thầy Thuốc: 63143,63143
Traveling Doctor's Silver Lotus: 63144,Cúc Hoạ Mi Thầy Thuốc: 63144,63144
Traveling Doctor's Pocket Watch: 63150,Đồng Hồ Thầy Thuốc: 63150,63150
Traveling Doctor's Pocket Watch: 63151,Đồng Hồ Thầy Thuốc: 63151,63151
Traveling Doctor's Pocket Watch: 63152,Đồng Hồ Thầy Thuốc: 63152,63152
Traveling Doctor's Pocket Watch: 63153,Đồng Hồ Thầy Thuốc: 63153,63153
Traveling Doctor's Pocket Watch: 63154,Đồng Hồ Thầy Thuốc: 63154,63154
Traveling Doctor's Medicine Pot: 63210,Bình Thuốc Thầy Thuốc: 63210,63210
Traveling Doctor's Medicine Pot: 63211,Bình Thuốc Thầy Thuốc: 63211,63211
Traveling Doctor's Medicine Pot: 63212,Bình Thuốc Thầy Thuốc: 63212,63212
Traveling Doctor's Medicine Pot: 63213,Bình Thuốc Thầy Thuốc: 63213,63213
Traveling Doctor's Medicine Pot: 63214,Bình Thuốc Thầy Thuốc: 63214,63214
Traveling Doctor's Owl Feather: 63220,Lông Vũ Thầy Thuốc: 63220,63220
Traveling Doctor's Owl Feather: 63221,Lông Vũ Thầy Thuốc: 63221,63221
Traveling Doctor's Owl Feather: 63222,Lông Vũ Thầy Thuốc: 63222,63222
Traveling Doctor's Owl Feather: 63223,Lông Vũ Thầy Thuốc: 63223,63223
Traveling Doctor's Owl Feather: 63224,Lông Vũ Thầy Thuốc: 63224,63224
Traveling Doctor's Handkerchief: 63230,Khăn Thầy Thuốc: 63230,63230
Traveling Doctor's Handkerchief: 63231,Khăn Thầy Thuốc: 63231,63231
Traveling Doctor's Handkerchief: 63232,Khăn Thầy Thuốc: 63232,63232
Traveling Doctor's Handkerchief: 63233,Khăn Thầy Thuốc: 63233,63233
Traveling Doctor's Handkerchief: 63234,Khăn Thầy Thuốc: 63234,63234
Traveling Doctor's Silver Lotus: 63240,Cúc Hoạ Mi Thầy Thuốc: 63240,63240
Traveling Doctor's Silver Lotus: 63241,Cúc Hoạ Mi Thầy Thuốc: 63241,63241
Traveling Doctor's Silver Lotus: 63242,Cúc Hoạ Mi Thầy Thuốc: 63242,63242
Traveling Doctor's Silver Lotus: 63243,Cúc Hoạ Mi Thầy Thuốc: 63243,63243
Traveling Doctor's Silver Lotus: 63244,Cúc Hoạ Mi Thầy Thuốc: 63244,63244
Traveling Doctor's Pocket Watch: 63250,Đồng Hồ Thầy Thuốc: 63250,63250
Traveling Doctor's Pocket Watch: 63251,Đồng Hồ Thầy Thuốc: 63251,63251
Traveling Doctor's Pocket Watch: 63252,Đồng Hồ Thầy Thuốc: 63252,63252
Traveling Doctor's Pocket Watch: 63253,Đồng Hồ Thầy Thuốc: 63253,63253
Traveling Doctor's Pocket Watch: 63254,Đồng Hồ Thầy Thuốc: 63254,63254
Traveling Doctor's Medicine Pot: 63310,Bình Thuốc Thầy Thuốc: 63310,63310
Traveling Doctor's Medicine Pot: 63311,Bình Thuốc Thầy Thuốc: 63311,63311
Traveling Doctor's Medicine Pot: 63312,Bình Thuốc Thầy Thuốc: 63312,63312
Traveling Doctor's Medicine Pot: 63313,Bình Thuốc Thầy Thuốc: 63313,63313
Traveling Doctor's Medicine Pot: 63314,Bình Thuốc Thầy Thuốc: 63314,63314
Traveling Doctor's Owl Feather: 63320,Lông Vũ Thầy Thuốc: 63320,63320
Traveling Doctor's Owl Feather: 63321,Lông Vũ Thầy Thuốc: 63321,63321
Traveling Doctor's Owl Feather: 63322,Lông Vũ Thầy Thuốc: 63322,63322
Traveling Doctor's Owl Feather: 63323,Lông Vũ Thầy Thuốc: 63323,63323
Traveling Doctor's Owl Feather: 63324,Lông Vũ Thầy Thuốc: 63324,63324
Traveling Doctor's Handkerchief: 63330,Khăn Thầy Thuốc: 63330,63330
Traveling Doctor's Handkerchief: 63331,Khăn Thầy Thuốc: 63331,63331
Traveling Doctor's Handkerchief: 63332,Khăn Thầy Thuốc: 63332,63332
Traveling Doctor's Handkerchief: 63333,Khăn Thầy Thuốc: 63333,63333
Traveling Doctor's Handkerchief: 63334,Khăn Thầy Thuốc: 63334,63334
Traveling Doctor's Silver Lotus: 63340,Cúc Hoạ Mi Thầy Thuốc: 63340,63340
Traveling Doctor's Silver Lotus: 63341,Cúc Hoạ Mi Thầy Thuốc: 63341,63341
Traveling Doctor's Silver Lotus: 63342,Cúc Hoạ Mi Thầy Thuốc: 63342,63342
Traveling Doctor's Silver Lotus: 63343,Cúc Hoạ Mi Thầy Thuốc: 63343,63343
Traveling Doctor's Silver Lotus: 63344,Cúc Hoạ Mi Thầy Thuốc: 63344,63344
Traveling Doctor's Pocket Watch: 63350,Đồng Hồ Thầy Thuốc: 63350,63350
Traveling Doctor's Pocket Watch: 63351,Đồng Hồ Thầy Thuốc: 63351,63351
Traveling Doctor's Pocket Watch: 63352,Đồng Hồ Thầy Thuốc: 63352,63352
Traveling Doctor's Pocket Watch: 63353,Đồng Hồ Thầy Thuốc: 63353,63353
Traveling Doctor's Pocket Watch: 63354,Đồng Hồ Thầy Thuốc: 63354,63354
Traveling Doctor's Medicine Pot: 63410,Bình Thuốc Thầy Thuốc: 63410,63410
Traveling Doctor's Medicine Pot: 63411,Bình Thuốc Thầy Thuốc: 63411,63411
Traveling Doctor's Medicine Pot: 63412,Bình Thuốc Thầy Thuốc: 63412,63412
Traveling Doctor's Medicine Pot: 63413,Bình Thuốc Thầy Thuốc: 63413,63413
Traveling Doctor's Medicine Pot: 63414,Bình Thuốc Thầy Thuốc: 63414,63414
Traveling Doctor's Owl Feather: 63420,Lông Vũ Thầy Thuốc: 63420,63420
Traveling Doctor's Owl Feather: 63421,Lông Vũ Thầy Thuốc: 63421,63421
Traveling Doctor's Owl Feather: 63422,Lông Vũ Thầy Thuốc: 63422,63422
Traveling Doctor's Owl Feather: 63423,Lông Vũ Thầy Thuốc: 63423,63423
Traveling Doctor's Owl Feather: 63424,Lông Vũ Thầy Thuốc: 63424,63424
Traveling Doctor's Handkerchief: 63430,Khăn Thầy Thuốc: 63430,63430
Traveling Doctor's Handkerchief: 63431,Khăn Thầy Thuốc: 63431,63431
Traveling Doctor's Handkerchief: 63432,Khăn Thầy Thuốc: 63432,63432
Traveling Doctor's Handkerchief: 63433,Khăn Thầy Thuốc: 63433,63433
Traveling Doctor's Handkerchief: 63434,Khăn Thầy Thuốc: 63434,63434
Traveling Doctor's Silver Lotus: 63440,Cúc Hoạ Mi Thầy Thuốc: 63440,63440
Traveling Doctor's Silver Lotus: 63441,Cúc Hoạ Mi Thầy Thuốc: 63441,63441
Traveling Doctor's Silver Lotus: 63442,Cúc Hoạ Mi Thầy Thuốc: 63442,63442
Traveling Doctor's Silver Lotus: 63443,Cúc Hoạ Mi Thầy Thuốc: 63443,63443
Traveling Doctor's Silver Lotus: 63444,Cúc Hoạ Mi Thầy Thuốc: 63444,63444
Traveling Doctor's Pocket Watch: 63450,Đồng Hồ Thầy Thuốc: 63450,63450
Traveling Doctor's Pocket Watch: 63451,Đồng Hồ Thầy Thuốc: 63451,63451
Traveling Doctor's Pocket Watch: 63452,Đồng Hồ Thầy Thuốc: 63452,63452
Traveling Doctor's Pocket Watch: 63453,Đồng Hồ Thầy Thuốc: 63453,63453
Traveling Doctor's Pocket Watch: 63454,Đồng Hồ Thầy Thuốc: 63454,63454
Frost-Weaved Dignity: 71310,Niềm Kiêu Hãnh Băng Giá: 71310,71310
Frost-Weaved Dignity: 71311,Niềm Kiêu Hãnh Băng Giá: 71311,71311
Frost-Weaved Dignity: 71312,Niềm Kiêu Hãnh Băng Giá: 71312,71312
Frost-Weaved Dignity: 71313,Niềm Kiêu Hãnh Băng Giá: 71313,71313
Frost-Weaved Dignity: 71314,Niềm Kiêu Hãnh Băng Giá: 71314,71314
Icebreaker's Resolve: 71320,Chấp Niệm Phá Băng Mà Tiến Bước: 71320,71320
Icebreaker's Resolve: 71321,Chấp Niệm Phá Băng Mà Tiến Bước: 71321,71321
Icebreaker's Resolve: 71322,Chấp Niệm Phá Băng Mà Tiến Bước: 71322,71322
Icebreaker's Resolve: 71323,Chấp Niệm Phá Băng Mà Tiến Bước: 71323,71323
Icebreaker's Resolve: 71324,Chấp Niệm Phá Băng Mà Tiến Bước: 71324,71324
Broken Rime's Echo: 71330,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71330,71330
Broken Rime's Echo: 71331,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71331,71331
Broken Rime's Echo: 71332,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71332,71332
Broken Rime's Echo: 71333,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71333,71333
Broken Rime's Echo: 71334,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71334,71334
Snowswept Memory: 71340,Nỗi Nhớ Trải Qua Băng Tuyết: 71340,71340
Snowswept Memory: 71341,Nỗi Nhớ Trải Qua Băng Tuyết: 71341,71341
Snowswept Memory: 71342,Nỗi Nhớ Trải Qua Băng Tuyết: 71342,71342
Snowswept Memory: 71343,Nỗi Nhớ Trải Qua Băng Tuyết: 71343,71343
Snowswept Memory: 71344,Nỗi Nhớ Trải Qua Băng Tuyết: 71344,71344
Frozen Homeland's Demise: 71350,Hồi Kết Của Miền Quê Băng Giá: 71350,71350
Frozen Homeland's Demise: 71351,Hồi Kết Của Miền Quê Băng Giá: 71351,71351
Frozen Homeland's Demise: 71352,Hồi Kết Của Miền Quê Băng Giá: 71352,71352
Frozen Homeland's Demise: 71353,Hồi Kết Của Miền Quê Băng Giá: 71353,71353
Frozen Homeland's Demise: 71354,Hồi Kết Của Miền Quê Băng Giá: 71354,71354
Frost-Weaved Dignity: 71410,Niềm Kiêu Hãnh Băng Giá: 71410,71410
Frost-Weaved Dignity: 71411,Niềm Kiêu Hãnh Băng Giá: 71411,71411
Frost-Weaved Dignity: 71412,Niềm Kiêu Hãnh Băng Giá: 71412,71412
Frost-Weaved Dignity: 71413,Niềm Kiêu Hãnh Băng Giá: 71413,71413
Frost-Weaved Dignity: 71414,Niềm Kiêu Hãnh Băng Giá: 71414,71414
Icebreaker's Resolve: 71420,Chấp Niệm Phá Băng Mà Tiến Bước: 71420,71420
Icebreaker's Resolve: 71421,Chấp Niệm Phá Băng Mà Tiến Bước: 71421,71421
Icebreaker's Resolve: 71422,Chấp Niệm Phá Băng Mà Tiến Bước: 71422,71422
Icebreaker's Resolve: 71423,Chấp Niệm Phá Băng Mà Tiến Bước: 71423,71423
Icebreaker's Resolve: 71424,Chấp Niệm Phá Băng Mà Tiến Bước: 71424,71424
Broken Rime's Echo: 71430,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71430,71430
Broken Rime's Echo: 71431,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71431,71431
Broken Rime's Echo: 71432,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71432,71432
Broken Rime's Echo: 71433,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71433,71433
Broken Rime's Echo: 71434,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71434,71434
Snowswept Memory: 71440,Nỗi Nhớ Trải Qua Băng Tuyết: 71440,71440
Snowswept Memory: 71441,Nỗi Nhớ Trải Qua Băng Tuyết: 71441,71441
Snowswept Memory: 71442,Nỗi Nhớ Trải Qua Băng Tuyết: 71442,71442
Snowswept Memory: 71443,Nỗi Nhớ Trải Qua Băng Tuyết: 71443,71443
Snowswept Memory: 71444,Nỗi Nhớ Trải Qua Băng Tuyết: 71444,71444
Frozen Homeland's Demise: 71450,Hồi Kết Của Miền Quê Băng Giá: 71450,71450
Frozen Homeland's Demise: 71451,Hồi Kết Của Miền Quê Băng Giá: 71451,71451
Frozen Homeland's Demise: 71452,Hồi Kết Của Miền Quê Băng Giá: 71452,71452
Frozen Homeland's Demise: 71453,Hồi Kết Của Miền Quê Băng Giá: 71453,71453
Frozen Homeland's Demise: 71454,Hồi Kết Của Miền Quê Băng Giá: 71454,71454
Frost-Weaved Dignity: 71510,Niềm Kiêu Hãnh Băng Giá: 71510,71510
Frost-Weaved Dignity: 71511,Niềm Kiêu Hãnh Băng Giá: 71511,71511
Frost-Weaved Dignity: 71512,Niềm Kiêu Hãnh Băng Giá: 71512,71512
Frost-Weaved Dignity: 71513,Niềm Kiêu Hãnh Băng Giá: 71513,71513
Frost-Weaved Dignity: 71514,Niềm Kiêu Hãnh Băng Giá: 71514,71514
Icebreaker's Resolve: 71520,Chấp Niệm Phá Băng Mà Tiến Bước: 71520,71520
Icebreaker's Resolve: 71521,Chấp Niệm Phá Băng Mà Tiến Bước: 71521,71521
Icebreaker's Resolve: 71522,Chấp Niệm Phá Băng Mà Tiến Bước: 71522,71522
Icebreaker's Resolve: 71523,Chấp Niệm Phá Băng Mà Tiến Bước: 71523,71523
Icebreaker's Resolve: 71524,Chấp Niệm Phá Băng Mà Tiến Bước: 71524,71524
Broken Rime's Echo: 71530,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71530,71530
Broken Rime's Echo: 71531,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71531,71531
Broken Rime's Echo: 71532,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71532,71532
Broken Rime's Echo: 71533,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71533,71533
Broken Rime's Echo: 71534,Tiếng Vọng Băng Vỡ Tuyết Rơi: 71534,71534
Snowswept Memory: 71540,Nỗi Nhớ Trải Qua Băng Tuyết: 71540,71540
Snowswept Memory: 71541,Nỗi Nhớ Trải Qua Băng Tuyết: 71541,71541
Snowswept Memory: 71542,Nỗi Nhớ Trải Qua Băng Tuyết: 71542,71542
Snowswept Memory: 71543,Nỗi Nhớ Trải Qua Băng Tuyết: 71543,71543
Snowswept Memory: 71544,Nỗi Nhớ Trải Qua Băng Tuyết: 71544,71544
Frozen Homeland's Demise: 71550,Hồi Kết Của Miền Quê Băng Giá: 71550,71550
Frozen Homeland's Demise: 71551,Hồi Kết Của Miền Quê Băng Giá: 71551,71551
Frozen Homeland's Demise: 71552,Hồi Kết Của Miền Quê Băng Giá: 71552,71552
Frozen Homeland's Demise: 71553,Hồi Kết Của Miền Quê Băng Giá: 71553,71553
Frozen Homeland's Demise: 71554,Hồi Kết Của Miền Quê Băng Giá: 71554,71554
Thundersoother's Goblet: 72310,Ly Bình Lôi: 72310,72310
Thundersoother's Goblet: 72311,Ly Bình Lôi: 72311,72311
Thundersoother's Goblet: 72312,Ly Bình Lôi: 72312,72312
Thundersoother's Goblet: 72313,Ly Bình Lôi: 72313,72313
Thundersoother's Goblet: 72314,Ly Bình Lôi: 72314,72314
Thundersoother's Plume: 72320,Lông Vũ Bình Lôi: 72320,72320
Thundersoother's Plume: 72321,Lông Vũ Bình Lôi: 72321,72321
Thundersoother's Plume: 72322,Lông Vũ Bình Lôi: 72322,72322
Thundersoother's Plume: 72323,Lông Vũ Bình Lôi: 72323,72323
Thundersoother's Plume: 72324,Lông Vũ Bình Lôi: 72324,72324
Thundersoother's Diadem: 72330,Nón Bình Lôi: 72330,72330
Thundersoother's Diadem: 72331,Nón Bình Lôi: 72331,72331
Thundersoother's Diadem: 72332,Nón Bình Lôi: 72332,72332
Thundersoother's Diadem: 72333,Nón Bình Lôi: 72333,72333
Thundersoother's Diadem: 72334,Nón Bình Lôi: 72334,72334
Thundersoother's Heart: 72340,Trái Tim Bình Lôi: 72340,72340
Thundersoother's Heart: 72341,Trái Tim Bình Lôi: 72341,72341
Thundersoother's Heart: 72342,Trái Tim Bình Lôi: 72342,72342
Thundersoother's Heart: 72343,Trái Tim Bình Lôi: 72343,72343
Thundersoother's Heart: 72344,Trái Tim Bình Lôi: 72344,72344
Hour of Soothing Thunder: 72350,Khoảnh Khắc Bình Lôi: 72350,72350
Hour of Soothing Thunder: 72351,Khoảnh Khắc Bình Lôi: 72351,72351
Hour of Soothing Thunder: 72352,Khoảnh Khắc Bình Lôi: 72352,72352
Hour of Soothing Thunder: 72353,Khoảnh Khắc Bình Lôi: 72353,72353
Hour of Soothing Thunder: 72354,Khoảnh Khắc Bình Lôi: 72354,72354
Thundersoother's Goblet: 72410,Ly Bình Lôi: 72410,72410
Thundersoother's Goblet: 72411,Ly Bình Lôi: 72411,72411
Thundersoother's Goblet: 72412,Ly Bình Lôi: 72412,72412
Thundersoother's Goblet: 72413,Ly Bình Lôi: 72413,72413
Thundersoother's Goblet: 72414,Ly Bình Lôi: 72414,72414
Thundersoother's Plume: 72420,Lông Vũ Bình Lôi: 72420,72420
Thundersoother's Plume: 72421,Lông Vũ Bình Lôi: 72421,72421
Thundersoother's Plume: 72422,Lông Vũ Bình Lôi: 72422,72422
Thundersoother's Plume: 72423,Lông Vũ Bình Lôi: 72423,72423
Thundersoother's Plume: 72424,Lông Vũ Bình Lôi: 72424,72424
Thundersoother's Diadem: 72430,Nón Bình Lôi: 72430,72430
Thundersoother's Diadem: 72431,Nón Bình Lôi: 72431,72431
Thundersoother's Diadem: 72432,Nón Bình Lôi: 72432,72432
Thundersoother's Diadem: 72433,Nón Bình Lôi: 72433,72433
Thundersoother's Diadem: 72434,Nón Bình Lôi: 72434,72434
Thundersoother's Heart: 72440,Trái Tim Bình Lôi: 72440,72440
Thundersoother's Heart: 72441,Trái Tim Bình Lôi: 72441,72441
Thundersoother's Heart: 72442,Trái Tim Bình Lôi: 72442,72442
Thundersoother's Heart: 72443,Trái Tim Bình Lôi: 72443,72443
Thundersoother's Heart: 72444,Trái Tim Bình Lôi: 72444,72444
Hour of Soothing Thunder: 72450,Khoảnh Khắc Bình Lôi: 72450,72450
Hour of Soothing Thunder: 72451,Khoảnh Khắc Bình Lôi: 72451,72451
Hour of Soothing Thunder: 72452,Khoảnh Khắc Bình Lôi: 72452,72452
Hour of Soothing Thunder: 72453,Khoảnh Khắc Bình Lôi: 72453,72453
Hour of Soothing Thunder: 72454,Khoảnh Khắc Bình Lôi: 72454,72454
Thundersoother's Goblet: 72510,Ly Bình Lôi: 72510,72510
Thundersoother's Goblet: 72511,Ly Bình Lôi: 72511,72511
Thundersoother's Goblet: 72512,Ly Bình Lôi: 72512,72512
Thundersoother's Goblet: 72513,Ly Bình Lôi: 72513,72513
Thundersoother's Goblet: 72514,Ly Bình Lôi: 72514,72514
Thundersoother's Plume: 72520,Lông Vũ Bình Lôi: 72520,72520
Thundersoother's Plume: 72521,Lông Vũ Bình Lôi: 72521,72521
Thundersoother's Plume: 72522,Lông Vũ Bình Lôi: 72522,72522
Thundersoother's Plume: 72523,Lông Vũ Bình Lôi: 72523,72523
Thundersoother's Plume: 72524,Lông Vũ Bình Lôi: 72524,72524
Thundersoother's Diadem: 72530,Nón Bình Lôi: 72530,72530
Thundersoother's Diadem: 72531,Nón Bình Lôi: 72531,72531
Thundersoother's Diadem: 72532,Nón Bình Lôi: 72532,72532
Thundersoother's Diadem: 72533,Nón Bình Lôi: 72533,72533
Thundersoother's Diadem: 72534,Nón Bình Lôi: 72534,72534
Thundersoother's Heart: 72540,Trái Tim Bình Lôi: 72540,72540
Thundersoother's Heart: 72541,Trái Tim Bình Lôi: 72541,72541
Thundersoother's Heart: 72542,Trái Tim Bình Lôi: 72542,72542
Thundersoother's Heart: 72543,Trái Tim Bình Lôi: 72543,72543
Thundersoother's Heart: 72544,Trái Tim Bình Lôi: 72544,72544
Hour of Soothing Thunder: 72550,Khoảnh Khắc Bình Lôi: 72550,72550
Hour of Soothing Thunder: 72551,Khoảnh Khắc Bình Lôi: 72551,72551
Hour of Soothing Thunder: 72552,Khoảnh Khắc Bình Lôi: 72552,72552
Hour of Soothing Thunder: 72553,Khoảnh Khắc Bình Lôi: 72553,72553
Hour of Soothing Thunder: 72554,Khoảnh Khắc Bình Lôi: 72554,72554
Lavawalker's Epiphany: 73310,Sự Tỉnh Ngộ Của Người Vượt Lửa: 73310,73310
Lavawalker's Epiphany: 73311,Sự Tỉnh Ngộ Của Người Vượt Lửa: 73311,73311
Lavawalker's Epiphany: 73312,Sự Tỉnh Ngộ Của Người Vượt Lửa: 73312,73312
Lavawalker's Epiphany: 73313,Sự Tỉnh Ngộ Của Người Vượt Lửa: 73313,73313
Lavawalker's Epiphany: 73314,Sự Tỉnh Ngộ Của Người Vượt Lửa: 73314,73314
Lavawalker's Salvation: 73320,Sự Giải Thoát Của Người Vượt Lửa: 73320,73320
Lavawalker's Salvation: 73321,Sự Giải Thoát Của Người Vượt Lửa: 73321,73321
Lavawalker's Salvation: 73322,Sự Giải Thoát Của Người Vượt Lửa: 73322,73322
Lavawalker's Salvation: 73323,Sự Giải Thoát Của Người Vượt Lửa: 73323,73323
Lavawalker's Salvation: 73324,Sự Giải Thoát Của Người Vượt Lửa: 73324,73324
Lavawalker's Wisdom: 73330,Trí Tuệ Người Vượt Lửa: 73330,73330
Lavawalker's Wisdom: 73331,Trí Tuệ Người Vượt Lửa: 73331,73331
Lavawalker's Wisdom: 73332,Trí Tuệ Người Vượt Lửa: 73332,73332
Lavawalker's Wisdom: 73333,Trí Tuệ Người Vượt Lửa: 73333,73333
Lavawalker's Wisdom: 73334,Trí Tuệ Người Vượt Lửa: 73334,73334
